qid,P1087,qal585,S813,S854,S1440
Q28479452,2019,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24113026
Q28479438,2150,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24117625
Q28479471,2067,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24117978
Q28479474,2148,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24120022
Q28479479,2033,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24120200
Q28479485,2107,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24121118
Q28479448,2047,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24124583
Q28479855,2215,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24129518
Q28479834,2079,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24129585
Q28479821,2144,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24130001
Q28479836,2126,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24131369
Q28479849,2089,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24136654
Q28479824,2116,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24139750
Q28479814,2100,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24167347
Q28479852,2106,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24171441
Q28479757,2140,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24178772
Q28479732,2036,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,25013769
Q28479763,1815,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3004147
Q28480078,1663,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,30919592
Q28480069,1969,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3403920
Q28480058,2143,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,34100242
Q28480032,1902,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,34118583
Q28479882,2006,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,34127655
Q28479886,2064,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,34165670
Q28479862,2032,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3508242
Q28480338,2031,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3801926
Q28479910,2139,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4122917
Q28479925,2241,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4123859
Q28479934,2122,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4123883
Q28480102,2043,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4143884
Q28480109,2124,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4144538
Q28480097,1988,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4146662
Q28480093,2175,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4148029
Q28479998,2039,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4150155
Q28480001,2145,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4151194
Q28479988,2072,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4152298
Q28479968,2056,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4162285
Q28480138,2097,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4189612
Q28480145,2110,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4190149
Q28481055,1962,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200985
Q28480811,2009,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4612523
Q28480853,2023,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4612701
Q28480225,2187,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4624483
Q28480209,2052,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4667727
Q28480215,1902,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4700708
Q28480694,2101,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5202620
Q28480264,1856,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5801001
Q28480286,1774,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5801087
Q28480252,1943,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6500692
Q28481057,2027,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6700217
Q28481042,2150,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7102500
Q28481014,2038,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7105223
Q28481114,1736,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7106165
Q28480760,1869,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7701128
Q28480793,1728,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8201293
Q28480794,1934,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8400504
Q28481123,2130,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8607664
Q28481101,1689,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9002375
Q27534159,2337,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24625698
Q25486679,2011,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2905043
Q28480041,1832,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3207005
Q17198339,2192,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2022613
Q2355694,2532,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3507548
Q27526312,2350,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4111923
Q27579727,2143,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4125193
Q27533409,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4143914
Q27534664,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4135660
Q28480088,1995,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4145798
Q27530657,2367,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4127773
Q27523963,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14108127
Q27524067,2363,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1308572
Q30309448,2097,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14402394
Q30309484,1963,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,16400216
Q30310016,2314,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24100498
Q30310010,2297,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3504395
Q30309753,2266,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4140494
Q27533962,2317,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4607228
Q27527633,2420,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2601125
Q27579915,2242,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2606127
Q4240087,2272,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4103467
Q4750267,2259,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8600287
Q27527330,2439,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8605718
Q22002929,2423,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4264312
Q27527468,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4138201
Q484920,2428,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,614890
Q27524788,2344,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1600125
Q27524071,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4401344
Q1335802,2505,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5900212
Q23014894,2068,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14107813
Q27579913,2252,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,15000265
Q27524650,2411,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2901676
Q5916158,2194,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3802191
Q27527451,2463,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4694031
Q27531055,2415,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13701681
Q27530104,2495,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2613280
Q9333558,2141,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4140389
Q27533245,2443,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2900122
Q27534230,2539,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8605564
Q12719061,2422,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1501720
Q27531186,2326,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1913026
Q27522919,2522,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3518736
Q23654192,2029,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400448
Q27523000,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2225166
Q23715228,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5500796
Q23809805,2567,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2288230
Q2567676,2575,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13700316
Q24450991,2204,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,32049293
Q27533092,2377,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2204177
Q27533649,2395,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2802554
Q42296436,2135,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4110064
Q24958423,2079,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,909564
Q27598013,2093,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3600750
Q13021246,2154,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6200176
Q25268277,2178,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4604903
Q28481040,2126,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7102496
Q25496030,2248,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12805432
Q25495903,1941,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12807583
Q25495906,1601,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12808210
Q25496421,1497,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12808237
Q25511507,2396,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1505572
Q25511602,2506,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1512668
Q25422404,2002,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4801067
Q25935980,2388,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5016541
Q30309995,2141,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1204033
Q27528955,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1304054
Q27525121,2419,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1314530
Q11792088,2385,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400312
Q27534124,2358,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4600509
Q27532767,2345,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4610598
Q27532865,2306,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4628560
Q27526553,2381,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4632796
Q27530235,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4133552
Q27534644,2411,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8610959
Q27529105,2317,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6337058
Q27527493,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4189787
Q27525712,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10600299
Q27524924,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10600396
Q27522314,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10600477
Q27524930,2432,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10613129
Q27531591,2335,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11600578
Q27527184,2316,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12400858
Q27523131,2294,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12502030
Q27532207,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12503029
Q27531043,2253,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12503924
Q27526686,2338,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12504416
Q20503420,2422,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12809390
Q27523022,2419,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300105
Q27529862,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300849
Q27532028,2371,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13303597
Q27529865,2460,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13303678
Q27527629,2277,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13303970
Q27523311,2410,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13304097
Q27531990,2391,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400150
Q27529953,2298,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400568
Q27525208,2348,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400657
Q27525975,2322,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13401092
Q27531045,2484,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13401416
Q27527606,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13402315
Q27529074,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13403540
Q27525909,2423,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13404431
Q27527386,2288,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13501356
Q27528817,2332,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13501623
Q27531135,2437,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13503111
Q27525701,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13504770
Q27526077,2365,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13600206
Q27531845,2358,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13600532
Q27525354,2343,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13600567
Q27527361,2428,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13600796
Q27531986,2412,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13600800
Q27530941,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13602080
Q27526374,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13602268
Q27529122,2564,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13602934
Q27523846,2460,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13603264
Q27526914,2403,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13700677
Q27527448,2364,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13704761
Q30309465,2246,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4162757
Q30309509,2206,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4800230
Q30309707,2290,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6500013
Q30310071,2094,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7105746
Q30310084,2078,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8100020
Q30310021,2232,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,908541
Q27579859,2096,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2900645
Q27526508,2332,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4124839
Q27522819,2251,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10100130
Q47074529,2142,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4695330
Q28480734,2184,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5091241
Q27529224,2327,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5000416
Q30309513,2195,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9400176
Q27579379,2213,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9401440
Q1992344,2668,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1710400
Q27523166,2303,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1724223
Q5929907,2416,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2209527
Q4225706,2493,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,903124
Q27528067,2327,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2100355
Q16845654,2473,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8605114
Q27534527,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4146557
Q27524836,2335,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4900251
Q27598256,2161,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4901347
Q44155351,2169,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4148487
Q27579606,2239,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4604393
Q27579630,2252,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5000130
Q27529189,2411,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5006848
Q952411,2246,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2800187
Q2623289,2430,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2801728
Q16338539,1731,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2813769
Q28480142,2002,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4194624
Q27580166,2152,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10600701
Q2152978,2391,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700430
Q955884,2644,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4100069
Q27579791,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4102770
Q14537928,2301,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4106091
Q28479955,2083,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4107756
Q28479749,2091,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2900548
Q27560067,2110,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4109961
Q27534577,2277,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4111583
Q27579770,2196,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4121074
Q27523731,2438,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4122526
Q27523483,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4122615
Q27531883,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4128397
Q4153033,2395,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4130480
Q28480114,2219,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4132432
Q6006938,2529,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3408027
Q28480111,2076,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4137736
Q27527052,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4139810
Q27532789,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4140087
Q27526712,2379,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4142519
Q27526820,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4143590
Q24255670,2463,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,22235256
Q27531840,2378,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4148762
Q27524782,2316,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4148819
Q27523479,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4148908
Q28479986,2150,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4154002
Q27528736,2394,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4163931
Q27529412,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4166566
Q27523510,2322,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4167350
Q4506687,2591,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4167392
Q27523269,2377,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4173147
Q27530770,2350,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4174402
Q27534578,2379,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4180720
Q30044102,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4182146
Q27524672,2289,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4188934
Q27529045,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4193423
Q28480787,1171,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7702329
Q27598196,2202,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4205383
Q27067762,2507,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3507904
Q27598000,2172,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3514269
Q27598178,2186,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4213262
Q27523813,2299,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4602218
Q25511610,2332,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1502964
Q27529815,2301,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4162730
Q27524765,2276,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4401123
Q27526555,2346,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4617517
Q176002,2494,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5015197
Q27524378,2408,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4133293
Q27579659,2012,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4601696
Q27531988,2271,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24111716
Q27597992,1907,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3101703
Q42306977,2011,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24671207
Q21786382,2003,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12802794
Q6350679,2316,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4105621
Q27598036,2244,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4123891
Q2075686,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4611519
Q27530070,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4182138
Q27531644,2317,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4637895
Q27523375,2331,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3202283
Q19707805,2379,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14500272
Q27524136,2322,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4143680
Q27531160,2430,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4403304
Q8083642,2415,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14505207
Q993350,2689,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14508150
Q28479686,2129,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14613441
Q27534467,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2602113
Q20048076,2164,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2103133
Q28480804,2042,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4608798
