qid,P1087,qal585,S813,S854,S1440
Q487113,2434,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3502589
Q487120,2616,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4101685
Q27523910,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4166825
Q501275,2021,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4632176
Q507711,2464,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,600148
Q502570,2492,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,627089
Q535558,2429,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400401
Q510942,2483,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14100584
Q539484,1984,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2301385
Q520615,2127,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2600838
Q535460,2591,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2801990
Q523096,2495,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8600678
Q573129,2387,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13601091
Q543367,2264,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13601717
Q555424,2419,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102463
Q547198,2369,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14500248
Q542709,2105,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1901222
Q25391124,2044,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2004526
Q27597913,2060,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2004712
Q543241,2657,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4100107
Q553397,2504,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,700096
Q27526792,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,720640
Q579491,2506,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400304
Q597431,2436,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2214334
Q28481062,2238,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,708780
Q27597673,2069,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,102652
Q644750,2389,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13900544
Q628862,2537,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1501984
Q27520752,2338,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2009412
Q27531597,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2009471
Q27524040,2306,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2611112
Q649950,2451,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3501841
Q675955,2464,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4100638
Q27533248,2377,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,716405
Q30309491,2148,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8500010
Q4532291,2195,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2005506
Q708956,2232,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4127340
Q714471,2384,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4130022
Q738665,2546,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300016
Q738034,2574,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300024
Q718592,2680,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300881
Q722108,2567,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2008572
Q724789,2485,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4100565
Q27525886,2398,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,617938
Q27530707,2285,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,727407
Q741402,2386,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900273
Q47237448,1967,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1304062
Q786173,2555,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,813613
Q27579548,2234,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,600873
Q3656357,2608,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,922900
Q27526427,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4167694
Q27531018,2350,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,500127
Q2732000,2385,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,725056
Q4767029,2112,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1121952
Q891702,2386,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1500074
Q923453,2658,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102560
Q27533993,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000911
Q27529658,2332,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2002493
Q943515,2367,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,201952
Q932307,2646,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3503739
Q937577,2671,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4189302
Q920337,2459,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4501950
Q937659,2399,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7000537
Q983901,2474,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300660
Q982242,2629,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14116804
Q955794,2505,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000237
Q975133,2590,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2603608
Q976715,2427,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4102266
Q11711661,2374,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4700023
Q28480696,1914,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5216729
Q27579334,2270,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9300031
Q1555030,2265,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1600869
Q47524720,2038,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4690389
Q27529431,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2210487
Q27507511,2056,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1017942
Q27523026,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10600620
Q27525924,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10601201
Q27526064,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1108344
Q27532695,2354,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11601086
Q27524398,2448,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11601965
Q27526349,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11602058
Q27526373,2529,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11602945
Q27525035,2420,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1204173
Q20026028,2445,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12401064
Q27527188,2404,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12401749
Q27533264,2520,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12401820
Q27528580,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12501930
Q27523286,2308,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12530913
Q27527529,2636,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12539929
Q27526852,2439,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1271703
Q27531137,2342,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12800678
Q27526663,2549,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12909572
Q27526843,2382,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12921742
Q27527277,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1300407
Q27528701,2262,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1309498
Q27532764,2278,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1315862
Q27529864,2560,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300857
Q27523177,2343,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13301063
Q27526326,2398,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13302418
Q27525282,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13303244
Q27525706,2500,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13303635
Q27523742,2319,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1331515
Q27522963,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13401858
Q27522842,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13402048
Q27524923,2314,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13404253
Q27523180,2478,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13405764
Q27523438,2213,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13406655
Q27525210,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13408798
Q27531123,2333,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13413058
Q27530837,2439,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13500694
Q27533380,2412,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13501259
Q27529182,2359,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13501267
Q27526339,2213,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13503103
Q27533404,2359,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13505130
Q27524189,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13601059
Q27526068,2281,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13601334
Q27526095,2438,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13603647
Q27531799,2397,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13702076
Q27522967,2405,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13702734
Q27526828,2339,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13703137
Q27531803,2284,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13707604
Q27527551,2437,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13707647
Q27524629,2331,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13900293
Q27523254,2402,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13900307
Q27532105,2412,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13900510
Q27533814,2464,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13900790
Q27525674,2502,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13902393
Q27532209,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400150
Q27526886,2336,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400215
Q27530667,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400487
Q27532210,2283,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400541
Q27526873,2342,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400940
Q27525682,2285,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1403176
Q27523872,2379,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1403893
Q27526307,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14100533
Q27533882,2442,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14100622
Q27525270,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14100975
Q27524657,2428,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101050
Q27526743,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101297
Q27528802,2383,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101459
Q27524589,2312,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101785
Q27530427,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101823
Q27524773,2405,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101890
Q27526595,2361,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102072
Q27527346,2368,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102200
Q27526816,2473,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102234
Q27524162,2398,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102447
Q27530694,2343,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102579
Q27527167,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102641
Q27531892,2326,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102943
Q27525257,2377,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14103230
Q27526601,2429,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14103346
Q27532816,2389,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14103834
Q27524115,2416,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14103850
Q27523769,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14104156
Q27527883,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14104296
Q27529824,2345,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14104660
Q27528816,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14105101
Q27529907,2374,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14106000
Q27532700,2318,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14106752
Q27523047,2314,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14107023
Q27523552,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14107872
Q27530913,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14108402
Q27526818,2431,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14109417
Q27525941,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14109425
Q27533679,2403,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14109778
Q27524943,2411,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14110091
Q27530915,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14110121
Q27523858,2317,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14110504
Q27523998,2421,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14112019
Q27527498,2336,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4123999
Q1502374,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4124235
Q27598063,2050,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4124758
Q27534532,2424,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4125118
Q27532875,2450,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4125312
Q27528662,2358,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4125320
Q27522833,2312,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4127064
Q27579671,2225,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4127722
Q27522832,2266,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4128257
Q28480124,2030,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4129490
Q11769931,2319,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4129709
Q27532075,2317,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4130880
Q4130938,2518,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4131002
Q27527673,2325,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4131053
Q466232,2613,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4132181
Q27525046,2446,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4132700
Q27523049,2346,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4136233
Q27565408,2162,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11600799
Q28480126,2091,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4137760
Q27533968,2285,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4140222
Q27525557,2379,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4141202
Q27523763,2287,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4141946
Q27531118,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4142373
Q27528992,2312,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4142489
Q27523688,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4143990
Q28480103,2068,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4144406
Q27524175,2377,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4145836
Q27525639,2342,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24619094
Q27598056,2019,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4148932
Q28479982,1849,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4149270
Q4270810,2630,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4150120
Q27526956,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4150244
Q27531788,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4152085
Q30310006,2241,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4152638
Q27523046,2327,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4152751
Q27529969,2362,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4153197
Q4243246,2591,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4153278
Q27526348,2365,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4153375
Q28479971,2067,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4153979
Q30309483,2265,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4154258
Q28479976,2031,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4155009
Q28479974,2161,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4155572
Q27534242,2337,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4157818
Q27523237,2329,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4158210
Q28480005,2133,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4158440
Q28480000,2110,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4160800
Q28479997,2120,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4162927
Q28480651,2122,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4164342
Q27527170,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4165470
Q27525528,2334,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4167562
Q27526830,2345,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4167813
Q27530189,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4168240
Q27525302,2306,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4170750
Q27528932,2121,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4171144
Q27523194,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13701100
Q27528706,2311,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14508478
Q28480679,2011,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4171241
Q27531819,2308,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4173775
Q27525440,2429,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4178262
Q30309464,2259,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4179196
Q28479701,1983,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14600587
Q27528353,2400,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4179978
Q28480131,2116,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4180836
Q27525383,2349,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4181085
Q27524004,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4185188
Q27527566,2318,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4185404
Q27533801,2420,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4192770
Q28480158,2072,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4193440
Q28480176,2056,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4194578
Q27524482,2514,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4197143
Q27528678,2394,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200071
Q27579695,2301,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200233
Q27533439,2278,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200519
Q20177496,2166,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200586
Q3657177,2647,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4201345
Q27524137,2336,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4202147
Q1028926,2096,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3001822
Q27534070,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,301469
Q622942,2294,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3506487
Q27530713,2338,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4175590
Q27522994,2342,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3500276
Q6164198,2134,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3501280
Q27525957,2343,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4229274
Q27526398,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14500434
Q5998389,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4700031
Q4222700,2484,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4100751
Q27533120,2513,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4262875
Q28479960,2138,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4152573
Q2294032,2414,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4500547
Q27528424,2467,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1407970
Q27525437,2460,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2813416
Q27526798,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4121651
Q27534131,2320,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4600738
Q27531679,2243,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4604555
Q453151,2346,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4699360
Q11802586,2657,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5021596
Q27534201,2410,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5700574
Q44155510,2151,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4109562
Q27579594,2227,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4408039
Q284978,2423,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12400149
Q27534054,2357,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14112256
Q27526716,2398,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14112787
Q27525588,2343,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14113430
Q27532819,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14113473
Q27526674,2220,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14113538
